O(rder),S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN(et),DB,DS,DN(et)
175,000806,银河投资,6.54,2.83,0.398,0.398,23.72,0.833,-0.236,1.976,0.764,1,4,9,43.76,19.43,24.34,23.83,39.88,-16.05
176,000837,秦川发展,9.03,3.08,0.397,0.690,19.04,0.320,0.542,-0.260,3.266,1,2,3,8.27,1.32,6.96,23.78,19.46,4.33
177,603806,N福斯特,39.14,44.00,0.393,0.034,103.78,0.393,0.034,0.393,0.034,1,1,1,79.34,0.00,79.34,16.15,0.00,16.15
178,300301,长方照明,14.06,0.07,0.390,0.352,6.86,2.255,6.200,0.834,2.968,3,3,4,1.10,1.34,-0.25,23.56,17.81,5.76
179,600671,天目药业,15.66,3.92,0.389,0.501,14.58,0.286,0.625,-0.250,0.323,3,3,3,7.03,4.14,2.89,34.29,29.03,5.26
180,600794,保税科技,10.78,4.97,0.385,0.262,20.52,0.347,0.364,0.547,0.463,1,2,6,12.17,6.63,5.54,36.24,28.03,8.21
181,002226,江南化工,11.88,1.97,0.385,0.670,27.09,0.743,1.305,1.026,1.755,3,4,7,7.64,3.08,4.57,30.73,20.63,10.10
182,600801,华新水泥,7.61,1.74,0.382,0.330,21.25,0.488,0.406,0.289,0.172,3,3,6,3.91,0.66,3.25,39.10,28.16,10.94
183,002452,长高集团,12.23,4.80,0.381,0.483,13.31,0.864,1.691,-0.620,-0.770,1,4,6,16.62,7.94,8.67,26.03,27.29,-1.25
184,002227,奥 特 迅,24.90,1.59,0.377,0.180,15.31,0.128,-0.021,-0.849,-1.655,2,2,3,15.47,9.25,6.22,27.79,21.92,5.88
185,600150,中国船舶,28.73,9.99,0.376,0.295,25.96,0.434,0.326,0.511,0.355,2,3,7,39.32,27.35,11.97,29.48,30.48,-1.01
186,002274,华昌化工,7.73,-0.90,0.374,-1.394,1.97,0.599,-1.090,0.817,-3.103,2,3,5,7.04,0.47,6.57,12.91,12.14,0.77
187,002556,辉隆股份,11.27,0.99,0.373,0.634,13.50,-0.487,-0.411,-2.156,-2.658,1,2,2,8.87,5.77,3.10,34.64,31.52,3.13
188,600458,时代新材,10.56,4.04,0.372,0.296,13.19,0.208,0.136,-0.238,-0.331,2,2,2,7.19,1.47,5.72,30.83,27.24,3.59
189,600513,联环药业,14.59,1.67,0.371,0.536,12.52,-0.014,0.600,0.615,0.205,1,2,5,1.48,0.07,1.42,25.50,18.15,7.35
190,002420,毅昌股份,6.50,2.20,0.371,0.271,24.06,0.536,0.926,0.509,0.848,1,3,6,11.19,4.64,6.55,34.83,24.87,9.96
191,600584,长电科技,11.51,10.04,0.368,0.217,6.10,-0.254,-0.547,-0.041,-0.294,1,3,6,24.56,15.14,9.42,26.73,32.20,-5.47
192,300143,星河生物,12.79,1.99,0.364,0.249,9.29,0.694,-0.099,1.276,0.162,3,4,7,10.57,0.10,10.47,23.80,26.95,-3.15
193,002327,富安娜,13.18,0.76,0.363,0.366,21.82,0.633,0.075,-0.261,-2.284,2,4,6,15.87,3.14,12.72,28.76,28.08,0.68
194,600467,好当家,5.82,0.69,0.361,0.157,20.12,0.352,0.397,-0.056,-0.122,3,3,4,6.74,2.46,4.28,35.11,22.98,12.13
195,600269,赣粤高速,3.14,2.95,0.357,0.398,34.22,0.611,0.603,0.615,0.597,4,4,6,25.06,15.56,9.49,30.40,23.30,7.11
196,000680,山推股份,3.47,2.66,0.357,0.317,11.96,0.252,0.660,-0.497,-0.695,1,2,2,11.37,4.95,6.42,26.12,24.34,1.78
197,002728,台城制药,39.10,0.75,0.352,0.206,3.68,-1.966,-1.887,-8.198,-9.288,1,3,3,0.00,0.00,0.00,20.22,16.93,3.29
198,603399,新华龙,10.74,0.85,0.351,0.167,5.42,-0.952,-0.704,-3.782,-4.368,1,2,3,2.86,2.13,0.73,24.46,20.49,3.97
199,002620,瑞和股份,16.60,0.91,0.350,0.319,15.32,1.893,1.294,1.027,-0.368,1,3,5,4.07,0.00,4.07,29.77,22.72,7.05
200,601789,宁波建工,8.38,-1.76,0.349,-1.077,-1.93,0.450,-0.745,0.068,-1.428,2,4,6,9.68,6.92,2.75,23.80,21.65,2.15
201,300360,炬华科技,45.95,3.58,0.349,1.239,8.10,1.019,2.157,-0.995,-1.181,1,4,4,2.07,1.01,1.06,22.24,19.34,2.91
202,002188,新 嘉 联,12.26,1.66,0.347,0.483,16.83,-0.452,-0.409,-0.719,-1.455,1,1,3,4.63,3.55,1.07,33.97,25.37,8.60
203,000088,盐 田 港,6.03,2.73,0.347,0.381,18.69,0.246,0.370,-0.040,-0.182,2,2,3,15.16,10.45,4.71,32.72,27.40,5.32
204,002685,华东重机,10.83,2.36,0.346,1.045,10.29,0.448,1.414,-0.518,-1.134,2,4,6,0.00,0.00,0.00,15.74,8.60,7.14
205,000790,华神集团,10.29,1.18,0.346,0.388,19.72,-0.056,-0.041,-2.627,-4.180,1,2,3,7.53,2.21,5.32,27.55,19.38,8.18
206,000975,银泰资源,11.29,2.92,0.345,0.320,38.64,0.720,0.530,0.380,0.290,1,4,5,26.59,6.56,20.03,36.52,38.84,-2.32
207,000523,广州浪奇,9.41,1.18,0.345,0.257,21.47,-0.270,-0.169,-1.086,-1.529,1,2,2,1.32,0.00,1.32,30.68,14.62,16.06
208,300130,新国都,36.03,6.76,0.340,0.574,8.26,0.099,0.961,-0.045,0.344,1,2,5,11.92,4.75,7.17,31.47,34.96,-3.49
209,000612,焦作万方,9.21,1.66,0.339,0.329,15.99,1.098,0.133,-0.477,-3.718,2,4,5,10.77,4.71,6.06,28.39,23.87,4.52
210,600691,阳煤化工,5.48,2.43,0.338,0.426,7.49,-4.342,-4.281,-4.319,-4.162,1,2,5,9.03,3.73,5.30,24.66,25.15,-0.49
211,000959,首钢股份,3.55,7.25,0.338,0.774,41.51,0.650,1.020,0.551,1.062,2,4,5,41.91,14.33,27.58,18.88,37.08,-18.19
212,600169,太原重工,3.72,2.76,0.337,0.288,14.72,0.233,0.392,-0.424,0.142,1,2,2,13.49,7.21,6.28,31.98,28.99,2.99
213,300107,建新股份,11.69,0.43,0.337,0.169,13.23,2.016,2.303,0.371,-0.125,5,5,6,10.89,0.00,10.89,27.29,27.35,-0.06
214,000962,东方钽业,12.09,4.04,0.337,0.786,15.53,-0.232,0.280,-0.413,-0.386,1,1,2,11.59,6.57,5.02,26.72,24.94,1.78
215,002126,银轮股份,14.25,0.28,0.336,0.112,9.67,3.736,4.978,6.181,7.202,11,5,10,21.37,15.62,5.75,28.58,26.76,1.82
216,002092,中泰化学,8.06,2.94,0.334,0.368,20.14,-0.293,-0.557,-0.496,-0.963,1,2,3,13.78,3.49,10.30,34.32,33.75,0.57
217,002245,澳洋顺昌,10.96,0.83,0.331,0.242,8.80,1.392,1.221,1.523,1.142,3,3,4,3.94,2.65,1.28,33.44,28.26,5.18
218,000933,神火股份,4.47,2.05,0.330,0.304,35.09,0.372,0.299,-0.104,-0.480,2,4,5,18.26,3.35,14.91,35.34,30.88,4.46
219,600283,钱江水利,9.73,2.21,0.325,0.459,15.79,0.498,0.880,0.203,0.514,3,4,5,1.58,0.00,1.58,24.94,14.97,9.97
220,600336,澳柯玛,5.35,1.33,0.324,0.436,22.47,0.307,0.483,-0.792,-0.668,2,3,3,15.65,2.56,13.09,24.55,24.46,0.09
221,600137,浪莎股份,19.67,8.08,0.322,0.297,10.60,0.142,0.332,-0.038,-0.356,1,2,4,2.12,0.26,1.86,22.68,16.00,6.68
222,002244,滨江集团,6.59,1.38,0.321,0.193,28.25,0.943,0.744,0.669,0.250,5,5,6,14.28,2.86,11.42,36.81,28.58,8.23
223,300279,和晶科技,17.82,0.73,0.319,-0.035,3.16,3.409,0.442,3.838,-0.407,6,5,7,11.09,0.00,11.09,19.33,27.02,-7.69
224,300305,裕兴股份,21.56,6.05,0.318,0.220,7.79,0.584,0.649,0.497,0.830,2,4,7,0.70,0.01,0.69,19.16,12.97,6.19
225,600680,上海普天,18.98,2.10,0.317,0.202,15.24,0.132,0.112,-0.510,-0.890,1,1,2,3.30,0.14,3.16,22.08,11.93,10.15
226,000666,经纬纺机,12.92,2.62,0.316,0.493,20.88,1.019,1.455,1.135,1.034,2,4,6,21.21,7.76,13.45,33.59,39.22,-5.63
227,600069,银鸽投资,5.01,5.47,0.310,0.662,8.94,0.276,1.205,-0.606,-1.017,1,3,6,8.99,3.81,5.18,21.74,21.99,-0.25
228,000861,海印股份,12.22,1.16,0.306,0.042,14.97,0.282,0.393,-0.172,-0.923,2,2,4,3.76,0.00,3.76,22.21,11.40,10.81
229,002536,西泵股份,24.98,3.74,0.305,0.687,13.76,-0.206,0.050,-0.562,-0.315,2,3,5,4.17,1.37,2.81,21.84,16.43,5.41
230,600018,上港集团,5.30,9.96,0.304,0.323,58.92,0.344,0.409,0.343,0.420,2,4,7,41.75,16.66,25.09,24.10,24.74,-0.64
231,002641,永高股份,9.74,1.67,0.304,0.366,6.69,-3.012,-2.963,-1.720,-3.911,1,1,5,0.93,0.00,0.93,17.78,13.32,4.46
232,002061,江山化工,4.59,0.44,0.303,0.308,17.25,0.624,0.879,1.093,1.073,2,3,6,0.00,0.00,0.00,29.90,16.85,13.05
233,002040,南 京 港,9.07,1.68,0.301,0.291,6.37,-0.649,-1.376,0.347,-1.409,1,1,4,0.50,0.86,-0.36,22.72,17.22,5.50
234,000060,中金岭南,8.08,3.19,0.301,0.335,19.86,0.196,0.145,-0.239,-0.531,1,3,5,16.43,8.50,7.92,27.73,24.11,3.62
235,002549,凯美特气,16.07,2.42,0.300,0.111,9.67,-0.171,-0.640,0.439,-0.243,1,2,4,7.61,5.35,2.26,22.00,15.67,6.33
236,002579,中京电子,20.14,2.29,0.299,0.480,17.54,-0.292,-0.443,-1.846,-2.130,1,2,4,8.75,0.23,8.52,28.27,27.05,1.22
237,300078,中瑞思创,24.08,0.50,0.298,-0.950,-0.02,0.641,-0.152,-0.204,-1.875,1,3,4,8.18,3.38,4.80,17.90,17.36,0.55
238,000551,创元科技,9.67,1.26,0.297,0.432,16.64,0.248,0.885,-0.310,-0.245,2,2,2,11.65,2.13,9.52,28.53,28.98,-0.45
239,002538,司尔特,11.50,3.23,0.294,0.378,38.66,0.463,0.535,0.489,0.577,5,5,7,20.79,6.52,14.27,34.16,30.73,3.43
240,000988,华工科技,10.80,2.96,0.294,0.428,13.13,0.727,1.611,-0.519,-0.135,3,4,6,16.39,14.58,1.81,37.26,33.93,3.32
241,600009,上海机场,14.56,2.61,0.291,0.420,28.01,0.885,1.044,0.525,0.541,5,5,5,19.22,15.92,3.30,40.34,33.66,6.68
242,000049,德赛电池,40.25,1.26,0.291,0.444,14.54,-0.308,-0.425,-1.116,-1.845,2,3,5,9.89,7.10,2.79,32.90,28.55,4.35
243,000886,海南高速,4.18,0.97,0.290,0.306,25.15,0.373,0.471,-0.231,-0.585,1,4,4,2.60,0.04,2.55,34.44,19.58,14.85
244,600228,*ST昌九,10.58,1.05,0.289,0.199,9.73,0.149,-0.073,-0.426,-1.268,1,3,5,11.72,12.09,-0.38,28.47,21.10,7.37
245,002447,壹桥苗业,17.65,3.88,0.289,0.322,16.23,0.183,0.298,0.148,0.024,1,2,3,5.52,3.20,2.32,40.42,34.08,6.33
246,600090,啤酒花,8.13,1.25,0.288,0.483,14.11,1.166,1.956,0.664,1.266,4,4,5,3.92,3.20,0.73,29.96,22.42,7.54
247,002255,海陆重工,12.88,0.70,0.287,0.095,9.43,0.033,-0.422,-0.455,-1.378,1,2,3,7.51,6.11,1.40,31.00,24.31,6.69
248,002479,富春环保,8.81,0.46,0.286,0.280,22.97,1.025,1.646,0.942,1.512,8,5,8,11.56,2.37,9.18,28.80,22.60,6.19
249,002624,金磊股份,12.98,10.00,0.285,0.025,71.34,0.759,0.052,1.209,1.059,6,5,7,49.89,0.00,49.89,15.85,0.00,15.85
250,000708,大冶特钢,8.88,7.51,0.285,0.462,14.75,0.186,0.951,0.090,0.150,1,2,5,3.99,0.14,3.85,20.71,14.20,6.51
251,000681,视觉中国,24.89,0.24,0.285,0.106,8.29,-0.107,-2.190,-1.964,-4.465,1,3,4,2.25,0.69,1.56,36.45,31.10,5.35
252,002488,金固股份,16.22,2.14,0.284,0.484,18.17,0.669,1.459,0.515,0.906,2,4,5,0.00,0.00,0.00,31.19,19.83,11.36
253,002433,太安堂,12.00,1.69,0.284,0.254,12.31,0.724,0.979,0.317,-0.099,2,3,5,10.55,5.87,4.67,27.70,23.99,3.71
254,600312,平高电气,14.20,0.92,0.283,0.196,15.24,-0.113,0.104,-0.836,-0.726,1,3,3,16.52,9.63,6.89,38.95,37.01,1.93
255,600993,马应龙,18.08,0.56,0.282,0.101,13.00,1.235,0.790,1.120,0.588,8,5,8,10.76,4.86,5.90,36.57,32.13,4.44
256,600280,中央商场,12.25,3.46,0.279,0.471,27.27,0.121,0.147,0.179,0.034,1,2,4,4.94,0.04,4.90,32.74,22.32,10.42
257,300291,华录百纳,35.10,-1.07,0.277,-0.287,3.89,1.188,-0.179,0.565,-0.578,3,3,4,5.70,8.21,-2.51,33.68,22.22,11.47
258,601608,中信重工,3.50,2.34,0.276,0.625,16.36,0.209,0.627,-0.143,0.175,1,3,6,4.11,1.52,2.59,34.13,29.43,4.69
259,600644,乐山电力,9.29,1.42,0.276,0.304,17.31,0.965,1.343,0.729,1.136,4,4,5,2.36,0.00,2.36,28.71,18.47,10.24
260,600741,华域汽车,12.49,5.49,0.275,0.254,27.54,0.133,0.246,-0.178,-0.061,3,4,5,20.57,8.56,12.01,30.70,26.85,3.85
261,002270,法因数控,9.72,0.31,0.274,0.088,8.09,0.966,1.169,0.515,-1.451,6,5,7,0.00,0.00,0.00,22.79,15.22,7.57
262,000503,海虹控股,23.79,4.85,0.273,0.251,15.34,-0.062,-0.027,1.147,0.010,1,3,6,27.08,21.52,5.55,37.36,36.64,0.71
263,600321,国栋建设,2.40,0.42,0.272,0.255,19.20,0.759,0.951,0.973,0.778,2,4,8,6.89,2.40,4.49,35.58,27.66,7.92
264,000002,万  科Ａ,9.83,1.65,0.272,0.307,84.68,0.682,0.809,0.601,0.685,5,5,7,42.13,11.41,30.72,29.26,31.48,-2.21
265,600187,国中水务,6.63,0.76,0.271,0.180,15.19,1.036,1.327,0.427,0.978,3,3,3,24.93,14.82,10.11,38.03,40.43,-2.40
266,600004,白云机场,7.83,3.43,0.270,0.301,30.05,-0.157,0.264,0.113,0.389,1,1,5,12.17,1.99,10.18,31.76,23.52,8.24
267,002402,和而泰,18.98,0.96,0.270,0.342,10.28,1.150,1.556,-0.363,-0.631,2,4,4,2.31,0.47,1.84,28.10,22.98,5.12
268,002466,天齐锂业,60.30,2.06,0.269,0.226,13.28,0.403,-0.324,-0.204,-1.339,2,4,7,7.16,2.62,4.54,34.91,30.78,4.13
269,601225,陕西煤业,4.66,1.30,0.268,-0.509,0.82,1.331,0.429,-0.536,-1.398,4,4,4,4.96,3.72,1.24,26.36,23.67,2.68
270,000937,冀中能源,6.96,1.90,0.268,0.208,29.93,0.401,0.359,0.034,-0.209,2,3,3,12.16,1.35,10.80,37.36,28.88,8.49
271,600068,葛洲坝,4.37,2.34,0.267,0.168,23.19,0.476,0.378,0.599,0.329,2,3,5,28.05,12.36,15.69,26.08,26.95,-0.86
272,300328,宜安科技,28.03,-0.92,0.267,-0.326,1.55,0.597,0.477,-0.268,-1.368,1,2,4,0.37,0.00,0.37,35.79,31.62,4.17
273,300275,梅安森,18.23,-0.49,0.267,0.242,5.77,1.091,0.283,0.127,-0.498,1,2,4,2.01,0.43,1.58,20.83,17.73,3.10
274,000882,华联股份,3.59,3.16,0.266,0.242,13.37,0.509,0.014,-0.167,-1.547,1,3,5,9.36,5.10,4.26,26.18,20.94,5.24
275,600603,大洲兴业,8.92,2.18,0.264,0.215,7.46,-0.186,0.057,-0.321,-0.189,1,2,4,3.46,0.00,3.46,18.12,15.27,2.85
276,002208,合肥城建,7.45,3.04,0.264,0.428,22.87,0.554,1.086,0.415,0.286,1,3,4,0.00,0.00,0.00,34.88,21.28,13.60
277,600200,江苏吴中,11.94,0.84,0.263,0.285,11.37,-0.070,-0.025,-1.174,-1.322,1,1,1,11.15,5.48,5.67,28.15,26.68,1.47
278,600193,创兴资源,7.96,1.14,0.262,0.433,14.62,0.256,0.799,-0.195,0.089,2,2,4,12.50,4.05,8.46,34.21,36.21,-2.00
279,600830,香溢融通,8.88,0.68,0.261,0.212,11.66,0.213,0.310,-0.582,-0.604,3,4,4,5.14,2.19,2.95,29.70,24.08,5.62
280,002541,鸿路钢构,14.31,2.80,0.260,0.378,15.74,-1.391,-1.177,-2.094,-2.177,1,1,2,0.00,0.00,0.00,26.30,15.05,11.25
281,600461,洪城水业,10.31,1.88,0.258,0.314,12.15,0.051,-0.139,-0.289,-0.618,1,3,6,0.95,1.77,-0.82,33.70,25.04,8.66
282,601008,连云港,4.70,2.62,0.257,0.131,4.38,0.115,-0.019,-0.029,-0.303,1,2,5,5.13,4.15,0.98,22.64,19.93,2.71
283,600272,开开实业,12.84,1.26,0.257,0.242,7.84,0.358,0.286,-0.036,-0.626,1,4,5,0.87,0.00,0.87,16.59,10.66,5.93
284,600460,士兰微,6.36,1.60,0.256,0.279,12.58,0.210,0.540,0.243,0.546,2,3,6,13.18,5.47,7.71,28.67,28.90,-0.23
285,002204,大连重工,12.34,5.56,0.256,0.624,4.63,0.526,0.903,-1.257,-2.822,2,3,3,6.35,5.49,0.86,23.23,21.83,1.40
286,600129,太极集团,13.03,6.54,0.253,0.357,11.84,1.068,1.054,1.835,1.700,3,4,7,6.84,3.70,3.15,29.58,25.68,3.90
287,600331,宏达股份,5.96,3.29,0.252,0.228,13.31,-0.396,-0.742,-0.753,-1.145,1,1,1,3.63,2.04,1.59,30.33,22.27,8.07
288,600556,北生药业,9.09,4.12,0.250,0.522,8.84,-0.088,0.528,-1.095,-0.555,1,1,1,6.26,3.54,2.72,29.27,27.68,1.59
289,002148,北纬通信,24.96,1.50,0.250,0.167,2.94,-0.393,-0.370,-3.590,-5.185,2,3,4,6.56,4.83,1.73,28.43,27.92,0.50
290,002037,久联发展,15.57,4.36,0.250,0.524,13.10,0.429,0.788,0.038,0.573,1,2,5,5.29,5.73,-0.43,34.85,28.65,6.19
291,601100,恒立油缸,10.93,2.73,0.249,0.257,10.37,0.477,0.558,-0.077,0.348,3,3,3,7.61,0.00,7.61,21.90,21.83,0.07
292,600870,厦华电子,9.99,2.57,0.249,0.002,4.90,0.840,0.258,0.823,0.083,1,3,6,17.53,5.48,12.05,24.93,31.93,-7.00
293,600701,工大高新,5.36,0.56,0.249,0.159,8.59,-0.447,-0.445,-2.003,-2.187,1,1,1,5.17,1.56,3.61,21.86,18.26,3.60
294,002340,格林美,12.92,0.54,0.249,0.136,11.56,0.681,0.730,-0.319,-0.632,2,4,6,10.09,6.16,3.93,37.72,33.59,4.13
295,000021,长城开发,6.72,1.66,0.249,0.378,25.14,0.206,0.450,-0.100,-0.162,1,2,3,5.91,7.17,-1.26,42.07,29.37,12.70
296,600429,三元股份,9.13,1.33,0.248,0.251,32.74,0.237,0.345,0.020,0.187,2,3,3,5.13,1.27,3.86,40.04,23.21,16.83
297,002618,丹邦科技,36.27,3.63,0.248,0.225,12.82,-0.218,-0.312,0.206,0.010,1,2,5,9.30,11.84,-2.54,41.28,31.52,9.77
298,000908,天一科技,14.96,2.54,0.248,0.310,23.61,0.095,0.217,-0.082,-0.268,1,2,4,5.32,3.60,1.72,37.85,26.18,11.67
299,000628,高新发展,8.45,1.68,0.248,0.302,14.28,-1.121,-1.253,-2.222,-2.555,1,2,3,0.00,1.54,-1.54,23.88,11.30,12.58
300,000685,中山公用,12.85,7.08,0.247,0.173,15.68,0.296,0.305,0.278,0.245,4,4,7,16.14,11.42,4.72,33.25,28.10,5.15
301,600398,海澜之家,10.36,3.81,0.246,0.005,9.19,-0.213,-0.322,-0.593,-0.609,1,1,1,17.00,5.93,11.07,31.31,33.33,-2.02
302,000809,铁岭新城,15.00,0.13,0.246,-0.539,-13.60,0.130,0.817,0.226,0.997,1,3,5,10.14,1.51,8.63,41.19,32.63,8.56
303,002168,深圳惠程,7.87,0.13,0.245,0.123,9.86,1.059,0.795,-0.131,-1.374,4,4,5,6.42,1.90,4.52,29.65,26.20,3.44
304,600673,东阳光科,13.30,1.29,0.244,0.322,12.14,-1.327,-1.565,-3.340,-4.692,1,2,5,20.78,15.01,5.77,28.29,28.37,-0.08
305,600216,浙江医药,10.18,0.59,0.243,-0.263,3.60,-0.065,-0.499,-0.294,-0.851,1,1,3,7.69,4.69,2.99,32.55,26.50,6.05
306,002471,中超电缆,9.76,0.62,0.242,0.209,19.34,0.129,0.073,-0.471,-1.158,2,3,4,15.31,5.41,9.90,23.22,19.40,3.82
307,002468,艾迪西,9.72,3.18,0.242,0.180,12.38,0.370,0.316,0.403,-0.204,2,3,6,3.51,0.00,3.51,19.44,12.18,7.26
308,002264,新 华 都,8.00,3.23,0.242,0.219,6.14,0.646,0.590,-0.271,-1.041,2,4,6,9.42,5.34,4.09,28.98,29.06,-0.07
309,600248,延长化建,8.34,2.21,0.239,0.480,20.73,0.221,0.544,0.144,0.403,1,2,3,5.66,0.00,5.66,25.52,19.15,6.37
310,300018,中元华电,11.74,2.62,0.238,0.597,10.80,0.173,0.320,-0.990,-1.258,2,3,3,2.18,2.28,-0.09,25.45,19.48,5.97
311,002371,七星电子,23.89,3.38,0.238,0.181,32.32,0.016,0.008,-0.161,0.013,1,2,3,8.21,0.40,7.81,40.34,26.62,13.72
312,002155,辰州矿业,8.87,1.72,0.238,0.287,14.93,-0.073,-0.031,-0.605,-1.073,1,2,3,5.33,1.15,4.18,27.11,21.05,6.06
313,600517,置信电气,12.52,3.22,0.236,0.324,24.66,0.427,0.796,0.089,0.556,1,4,5,12.68,6.72,5.96,44.24,40.43,3.81
314,600812,华北制药,5.62,2.00,0.235,0.354,19.29,0.368,0.704,0.091,0.392,2,3,4,6.47,1.61,4.86,35.65,30.37,5.27
315,600696,多伦股份,9.08,1.57,0.235,0.288,12.14,-0.280,-0.064,-0.862,-0.590,1,3,4,2.83,6.02,-3.20,41.24,31.54,9.70
316,600215,长春经开,4.71,1.29,0.235,0.270,21.58,0.528,0.383,0.289,0.106,6,5,7,2.45,0.00,2.45,29.48,16.33,13.15
317,000993,闽东电力,7.64,0.92,0.234,0.203,24.40,0.557,0.719,0.303,-0.081,3,4,5,14.33,0.00,14.33,22.21,18.57,3.65
318,000514,渝 开 发,5.04,1.41,0.233,0.372,19.14,0.466,0.768,0.162,-0.107,1,4,6,10.25,4.37,5.88,23.80,18.09,5.71
319,600963,岳阳林纸,4.95,4.65,0.232,0.098,7.99,1.031,0.561,0.915,-0.098,4,4,7,8.13,5.68,2.45,26.95,22.70,4.25
320,600108,亚盛集团,7.15,0.70,0.232,0.087,9.27,0.217,0.331,-0.306,-0.272,1,2,3,15.58,7.75,7.83,29.43,29.91,-0.49
321,002687,乔治白,9.87,0.00,0.232,-0.273,2.77,-1.248,-2.315,-1.650,-5.090,2,3,5,0.15,0.00,0.15,16.86,13.38,3.48
322,600712,南宁百货,4.71,1.95,0.228,0.210,13.36,0.375,0.320,-0.518,-0.370,1,4,5,12.50,0.00,12.50,21.05,23.78,-2.73
323,002558,世纪游轮,27.35,0.40,0.228,0.110,9.52,0.823,0.994,0.671,0.357,1,3,5,0.00,6.70,-6.70,27.57,12.61,14.96
324,000952,广济药业,13.22,0.84,0.228,0.239,12.21,0.707,0.884,0.399,-0.764,2,4,6,4.52,0.18,4.33,25.72,21.04,4.68
325,600987,航民股份,8.35,0.85,0.227,0.362,18.53,-0.061,0.600,-1.079,-0.516,1,2,2,1.98,2.53,-0.54,31.95,20.16,11.79
326,002422,科伦药业,29.42,2.05,0.225,0.251,13.74,-0.141,0.057,-1.384,-1.310,1,2,3,7.19,4.81,2.38,34.05,28.23,5.82
327,600713,南京医药,7.09,2.01,0.224,0.281,12.74,-0.019,0.298,-0.513,-0.106,1,2,4,2.50,1.80,0.70,27.66,19.51,8.16
328,002172,澳洋科技,6.31,6.59,0.223,0.102,6.35,0.216,0.065,0.643,0.133,1,3,5,6.95,6.71,0.24,25.72,20.79,4.93
329,000030,富奥股份,7.41,1.79,0.223,0.326,10.66,0.207,0.846,-0.632,0.565,2,2,4,8.15,6.25,1.90,26.49,22.09,4.39
330,600856,长百集团,10.16,1.60,0.222,-0.001,8.80,-0.494,-0.411,-1.046,-0.480,2,2,3,0.29,0.00,0.29,34.72,26.12,8.60
331,600532,宏达矿业,8.59,3.49,0.222,1.055,7.71,0.122,0.884,-0.493,-0.299,1,3,4,1.41,0.34,1.07,15.15,11.83,3.32
332,600511,国药股份,25.61,1.83,0.219,0.221,26.14,-0.271,0.121,-0.234,-0.182,1,3,4,11.41,3.35,8.06,30.19,21.10,9.09
333,300155,安居宝,15.27,1.46,0.219,0.156,7.99,1.112,1.345,-0.212,-0.874,2,3,3,2.25,1.33,0.92,25.13,19.58,5.56
334,002002,鸿达兴业,10.31,-0.39,0.219,0.108,11.29,0.874,0.290,1.162,-0.110,7,5,8,7.87,8.85,-0.99,41.81,32.92,8.89
335,601177,杭齿前进,8.07,3.07,0.218,0.260,17.43,0.153,0.184,-0.005,0.046,2,2,2,4.00,2.30,1.70,27.80,17.21,10.59
336,600170,上海建工,4.86,0.62,0.217,-0.113,6.00,0.304,0.380,-0.020,-0.291,1,4,6,10.86,6.48,4.38,22.86,19.45,3.40
337,002392,北京利尔,11.02,0.27,0.217,0.083,11.11,0.060,-0.270,-0.766,-1.706,1,2,2,7.56,10.34,-2.78,30.25,18.13,12.13
338,000788,北大医药,19.50,3.28,0.217,0.282,19.39,-0.151,0.018,-0.439,0.182,1,2,4,20.70,11.28,9.41,36.72,38.61,-1.89
339,000528,柳    工,6.56,1.08,0.217,0.269,15.89,0.515,0.647,-0.364,-0.442,4,4,5,11.34,3.84,7.50,28.41,26.44,1.97
340,600725,云维股份,4.18,0.97,0.216,0.184,11.57,-0.309,-0.066,0.324,0.001,1,2,4,14.95,3.47,11.48,14.14,16.56,-2.42
341,600279,重庆港九,11.64,1.75,0.216,0.396,7.03,0.146,0.447,0.099,0.267,1,3,5,1.28,0.63,0.65,24.39,20.45,3.95
342,000800,一汽轿车,11.44,2.23,0.216,0.173,16.86,0.029,-0.017,-0.703,-1.127,1,2,4,20.20,10.97,9.23,29.95,28.95,0.99
343,002631,德尔家居,12.98,0.70,0.214,0.046,5.27,1.785,0.606,1.281,-0.604,5,5,6,3.94,0.41,3.53,29.77,28.49,1.28
344,000828,东莞控股,5.78,10.10,0.211,0.089,9.17,0.268,0.314,0.053,-0.082,2,3,3,28.78,21.93,6.85,30.05,30.81,-0.76
345,600320,振华重工,4.28,6.47,0.210,0.420,11.37,0.815,0.796,0.759,0.724,1,4,5,6.56,3.62,2.94,21.33,17.19,4.15
346,002325,洪涛股份,10.03,0.40,0.209,0.141,12.47,0.776,0.448,-0.027,-0.648,3,4,4,14.89,11.97,2.92,40.30,36.04,4.26
347,000089,深圳机场,4.29,2.39,0.208,0.256,42.79,0.249,0.329,0.136,0.258,4,4,5,12.96,1.85,11.10,33.10,19.44,13.67
348,002578,闽发铝业,12.75,0.79,0.206,0.461,5.89,0.887,1.572,-1.358,-2.398,5,5,5,2.07,0.57,1.50,23.80,21.86,1.94
349,000722,湖南发展,7.99,0.63,0.206,0.118,8.15,0.348,0.730,-0.815,-0.946,1,4,4,2.26,0.00,2.26,16.90,11.76,5.14
350,300239,东宝生物,11.87,2.95,0.205,1.065,4.70,-1.923,-1.645,-2.651,-3.460,1,2,3,0.74,0.24,0.50,22.33,20.95,1.38
